Original_Index,Head,Tail,True_Relation,Model_Raw_Output,Parsed_Prediction
2562,/m/01fh9,/m/05fgt1,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film,/film/actor/film
2563,/m/05c26ss,/m/05sb1,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/language./language/human_language/countries_spoken_in,/film/film/language./language/human_language/countries_spoken_in
2564,/m/01bpnd,/m/039v1,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
2565,/m/01cgz,/m/0j4b,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,**Predicted Relation:** /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics
2566,/m/04x4gj,/m/0h7pj,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,**Predicted Relation:** /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor
2567,/m/03mqtr,/m/04nm0n0,/media_common/netflix_genre/titles,**Predicted Relation:** /film/film/genre,/film/film/genre
2568,/m/02b1hb,/m/06fvc,/sports/sports_team/colors,**Predicted Relation:** /sports/sports_team/colors,/sports/sports_team/colors
2569,/m/03qmj9,/m/02h40lc,/people/person/languages,**Predicted Relation:** /people/person/languages,/people/person/languages
2570,/m/050z2,/m/09jwl,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
2571,/m/03ww_x,/m/02gkzs,/government/legislative_session/members./government/government_position_held/legislative_sessions,**Predicted Relation:** /government/legislative_session/members./government/government_position_held/legislative_sessions,/government/legislative_session/members./government/government_position_held/legislative_sessions
2572,/m/060c4,/m/0jgx,/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,**Predicted Relation:** /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
2573,/m/05zrvfd,/m/04y9mm8,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
2574,/m/0gx9rvq,/m/01p1v,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
2575,/m/01tt43d,/m/02x4w6g,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_winner/awards_won./award/award_honor/award,/award/award_winner/awards_won./award/award_honor/award
2576,/m/030_3z,/m/040njc,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
2577,/m/018vs,/m/0d193h,/music/performance_role/regular_performances./music/group_membership/group,**Predicted Relation:** /music/performance_role/regular_performances./music/group_membership/group,/music/performance_role/regular_performances./music/group_membership/group
2578,/m/0fz2y7,/m/081nh,/award/award_ceremony/awards_presented./award/award_honor/award_winner,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
2579,/m/02rv_dz,/m/02x1dht,/award/award_winning_work/awards_won./award/award_honor/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
2580,/m/062zjtt,/m/07s9rl0,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
2581,/m/058j2,/m/03w5xm,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,**Predicted Relation:** /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category
2582,/m/05qb8vx,/m/04ls53,/award/award_ceremony/awards_presented./award/award_honor/award_winner,**Predicted Relation:** /award/award_ceremony/awards_presented./award/award_honor/award_winner,/award/award_ceremony/awards_presented./award/award_honor/award_winner
2583,/m/04l5b4,/m/019sc,/sports/sports_team/colors,**Predicted Relation:** /sports/sports_team/colors,/sports/sports_team/colors
2584,/m/0gmd3k7,/m/05b4w,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/country,/film/film/country
2585,/m/047p7fr,/m/01p1v,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
2586,/m/02jq1,/m/09nqf,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,**Predicted Relation:** /people/person/nationality,/people/person/nationality
2587,/m/05xvj,/m/03c74_8,/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,**Predicted Relation:** /sports/sports_team/roster./baseball/baseball_roster_position/position,/sports/sports_team/roster./baseball/baseball_roster_position/position
2588,/m/094qd5,/m/0416y94,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
2589,/m/0q9kd,/m/02hrh1q,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
2590,/m/0crlz,/m/018wrk,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,**Predicted Relation:** /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics
2591,/m/041rx,/m/03hhd3,/people/ethnicity/people,**Predicted Relation:** /people/ethnicity/people,/people/ethnicity/people
2592,/m/07tp2,/m/02lq67,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,**Predicted Relation:** /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal
2593,/m/01mhwk,/m/01wp8w7,/award/award_ceremony/awards_presented./award/award_honor/award_winner,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
2594,/m/0640m69,/m/0d2b38,/film/film/other_crew./film/film_crew_gig/film_crew_role,**Predicted Relation:** /film/film/other_crew./film/film_crew_gig/film_crew_role,/film/film/other_crew./film/film_crew_gig/film_crew_role
2595,/m/019w9j,/m/03_3d,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,**Predicted Relation:** /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics_inv,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics_inv
2596,/m/03rk0,/m/02lq67,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,**Predicted Relation:** /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal
2597,/m/0ftps,/m/0b_xm,/music/group_member/membership./music/group_membership/group,**Predicted Relation:** /music/group_member/membership./music/group_membership/group,/music/group_member/membership./music/group_membership/group
2598,/m/060c4,/m/02m0b0,/organization/role/leaders./organization/leadership/organization,**Predicted Relation:** /organization/organization/headquarters./location/mailing_address/country,/organization/organization/headquarters./location/mailing_address/country
2599,/m/01ck6h,/m/019bk0,/award/award_category/winners./award/award_honor/ceremony,**Predicted Relation:** /award/award_category/winners./award/award_honor/ceremony,/award/award_category/winners./award/award_honor/ceremony
2600,/m/0l34j,/m/0bxqq,/location/location/adjoin_s./location/adjoining_relationship/adjoins,**Predicted Relation:** /location/location/adjoin_s./location/adjoining_relationship/adjoins,/location/location/adjoin_s./location/adjoining_relationship/adjoins
2601,/m/0gs973,/m/02h40lc,/film/film/language,**Predicted Relation:** /film/film/language,/film/film/language
2602,/m/03p2xc,/m/02h40lc,/film/film/language,**Predicted Relation:** /film/film/language,/film/film/language
2603,/m/0459z,/m/01c72t,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
2604,/m/06chf,/m/019f4v,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
2605,/m/0k4f3,/m/05glt,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,**Predicted Relation:** /award/award_winning_work/awards_won./award/award_honor/award_winner,/award/award_winning_work/awards_won./award/award_honor/award_winner
2606,/m/0flbm,/m/02hczc,/location/location/time_zones,**Predicted Relation:** /location/location/time_zones,/location/location/time_zones
2607,/m/06sw9,/m/02h40lc,/location/country/official_language,**Predicted Relation:** /location/country/official_language,/location/country/official_language
2608,/m/0gn30,/m/0dxtg,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
2609,/m/01f6zc,/m/031hcx,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
2610,/m/03bnv,/m/02jx1,/people/person/nationality,**Predicted Relation:** /people/person/nationality,/people/person/nationality
2611,/m/09c7w0,/m/0p0cw,/location/country/second_level_divisions,**Predicted Relation:** /location/country/second_level_divisions,/location/country/second_level_divisions
2612,/m/040fv,/m/028kb,/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,**Predicted Relation:** /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month
2613,/m/01d34b,/m/02_286,/organization/organization/headquarters./location/mailing_address/citytown,**Predicted Relation:** /location/location/contains,/location/location/contains
2614,/m/06nd8c,/m/02jknp,/people/person/profession,**Predicted Relation:** /film/actor/film,/film/actor/film
2615,/m/05lb30,/m/08mbj5d,/common/topic/webpage./common/webpage/category,**Predicted Relation:** /common/topic/webpage./common/webpage/category,/common/topic/webpage./common/webpage/category
2616,/m/026rm_y,/m/02hrh1q,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
2617,/m/0ddbjy4,/m/03gj2,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
2618,/m/0525b,/m/02jx1,/people/person/nationality,**Predicted Relation:** /people/person/place_of_birth,/people/person/place_of_birth
2619,/m/012ky3,/m/01c8w0,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
2620,/m/025cn2,/m/054ks3,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
2621,/m/0cx7f,/m/0326tc,/music/genre/artists,**Predicted Relation:** /music/genre/artists,/music/genre/artists
2622,/m/021r7r,/m/07bzp,/music/group_member/membership./music/group_membership/group,**Predicted Relation:** /music/group_member/membership./music/group_membership/group,/music/group_member/membership./music/group_membership/group
2623,/m/0bt4r4,/m/05zppz,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
2624,/m/02x4sn8,/m/03vyw8,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
2625,/m/040db,/m/05zppz,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
2626,/m/02yvct,/m/06c1y,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/country,/film/film/country
2627,/m/05vz3zq,/m/015qh,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,**Predicted Relation:** /location/location/partially_contains,/location/location/partially_contains
2628,/m/02fn5r,/m/01k_r5b,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award_nominee,/award/award_nominee/award_nominations./award/award_nomination/award_nominee
2629,/m/01q2nx,/m/05b2f_k,/film/film/film_production_design_by,**Predicted Relation:** /film/film/film_art_direction_by,/film/film/film_art_direction_by
2630,/m/0131kb,/m/01wb95,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
2631,/m/09bx1k,/m/04vq33,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,**Predicted Relation:** /film/film/music,/film/film/music
2632,/m/0g48m4,/m/02xry,/people/ethnicity/geographic_distribution,**Predicted Relation:** /people/ethnicity/geographic_distribution,/people/ethnicity/geographic_distribution
2633,/m/0373qg,/m/08mbj5d,/common/topic/webpage./common/webpage/category,**Predicted Relation:** /common/topic/webpage./common/webpage/category,/common/topic/webpage./common/webpage/category
2634,/m/01bcq,/m/02hrh1q,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
2635,/m/085h1,/m/01ls2,/user/ktrueman/default_domain/international_organization/member_states,**Predicted Relation:** /user/ktrueman/default_domain/international_organization/member_states,/user/ktrueman/default_domain/international_organization/member_states
2636,/m/0bc1yhb,/m/06t2t,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
2637,/m/0cjsxp,/m/09c7w0,/people/person/nationality,**Predicted Relation:** /people/person/places_lived./people/place_lived/location,/people/person/places_lived./people/place_lived/location
2638,/m/07db6x,/m/01d_h8,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
2639,/m/03s6l2,/m/0dxtw,/film/film/other_crew./film/film_crew_gig/film_crew_role,**Predicted Relation:** /film/film/special_effects_by,/film/film/special_effects_by
2640,/m/04b7xr,/m/05q8pss,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
2641,/m/0x67,/m/09k2t1,/people/ethnicity/people,**Predicted Relation:** /people/ethnicity/geographic_distribution,/people/ethnicity/geographic_distribution
2642,/m/012qjw,/m/0h3bn,/medicine/symptom/symptom_of,**Predicted Relation:** /medicine/disease/risk_factors,/medicine/disease/risk_factors
2643,/m/0d0x8,/m/0lhn5,/location/location/contains,**Predicted Relation:** /location/location/contains,/location/location/contains
2644,/m/06x43v,/m/0345h,/film/film/country,**Predicted Relation:** /film/film/country,/film/film/country
2645,/m/01h7xx,/m/043djx,/government/legislative_session/members./government/government_position_held/legislative_sessions,**Predicted Relation:** /government/legislative_session/members./government/government_position_held/district_represented,/government/legislative_session/members./government/government_position_held/district_represented
2646,/m/09ld6g,/m/04ztj,/people/person/spouse_s./people/marriage/type_of_union,**Predicted Relation:** /people/person/spouse_s./people/marriage/type_of_union,/people/person/spouse_s./people/marriage/type_of_union
2647,/m/044rvb,/m/04s1zr,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
2648,/m/05ztjjw,/m/017d93,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
2649,/m/018j2,/m/018ndc,/music/performance_role/regular_performances./music/group_membership/group,**Predicted Relation:** /music/performance_role/regular_performances./music/group_membership/group,/music/performance_role/regular_performances./music/group_membership/group
2650,/m/037ls6,/m/0h1zw,/food/food/nutrients./food/nutrition_fact/nutrient,**Predicted Relation:** /food/food/nutrients./food/nutrition_fact/nutrient,/food/food/nutrients./food/nutrition_fact/nutrient
2651,/m/09c7w0,/m/01wdj_,/location/location/contains,**Predicted Relation:** /location/location/contains,/location/location/contains
2652,/m/04fzfj,/m/02rh1dz,/film/film/other_crew./film/film_crew_gig/film_crew_role,**Predicted Relation:** /film/film/other_crew./film/film_crew_gig/film_crew_role,/film/film/other_crew./film/film_crew_gig/film_crew_role
2653,/m/02784z,/m/0cbd2,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
2654,/m/01h7xx,/m/01x73,/government/legislative_session/members./government/government_position_held/district_represented,**Predicted Relation:** /government/legislative_session/members./government/government_position_held/district_represented,/government/legislative_session/members./government/government_position_held/district_represented
2655,/m/09rvwmy,/m/02_n3z,/film/film/other_crew./film/film_crew_gig/film_crew_role,**Predicted Relation:** /film/film/edited_by,/film/film/edited_by
2656,/m/03n52j,/m/02ht1k,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
2657,/m/035sc2,/m/01d_h8,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
2658,/m/02wb6d,/m/09c7w0,/people/person/nationality,**Predicted Relation:** /film/film/country,/film/film/country
2659,/m/032jlh,/m/021mkg,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,**Predicted Relation:** /soccer/football_team/current_roster./soccer/football_roster_position/position,/soccer/football_team/current_roster./soccer/football_roster_position/position
2660,/m/0hkqn,/m/02zdwq,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,**Predicted Relation:** /people/person/profession,/people/person/profession
2661,/m/0301yj,/m/03vyw8,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film,/film/actor/film
2662,/m/06j8wx,/m/05zppz,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
2663,/m/0bw6y,/m/01p5_g,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
2664,/m/047rkcm,/m/09vw2b7,/film/film/other_crew./film/film_crew_gig/film_crew_role,**Predicted Relation:** /film/film/other_crew./film/film_crew_gig/film_crew_role,/film/film/other_crew./film/film_crew_gig/film_crew_role
2665,/m/01zn4y,/m/06mnr,/education/educational_institution/students_graduates./education/education/major_field_of_study,**Predicted Relation:** /education/educational_institution/students_graduates./education/education/major_field_of_study,/education/educational_institution/students_graduates./education/education/major_field_of_study
2666,/m/06688p,/m/0s9b_,/people/person/places_lived./people/place_lived/location,**Predicted Relation:** /people/person/places_lived./people/place_lived/location,/people/person/places_lived./people/place_lived/location
2667,/m/03nyts,/m/04ztj,/people/person/spouse_s./people/marriage/type_of_union,**Predicted Relation:** /people/marriage/location_of_ceremony,/people/marriage/location_of_ceremony
2668,/m/03cw411,/m/0349s,/film/film/language,**Predicted Relation:** /film/film/language,/film/film/language
2669,/m/0c7xjb,/m/0f2rq,/people/person/place_of_birth,**Predicted Relation:** /people/person/place_of_birth,/people/person/place_of_birth
2670,/m/018h2,/m/04jwly,/film/film_subject/films,**Predicted Relation:** /film/film_subject/films,/film/film_subject/films
2671,/m/015f7,/m/02zsn,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
2672,/m/015pxr,/m/0q5hw,/influence/influence_node/influenced_by,**Predicted Relation:** /people/person/profession,/people/person/profession
2673,/m/0s69k,/m/0jbk9,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,**Predicted Relation:** /location/hud_county_place/county,/location/hud_county_place/county
2674,/m/0gqy2,/m/0dgst_d,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
2675,/m/0g2c8,/m/07c0j,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,**Predicted Relation:** /award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee
2676,/m/0kv2hv,/m/0bbc17,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
2677,/m/02tcgh,/m/0688f,/film/film/language,**Predicted Relation:** /film/film/language,/film/film/language
2678,/m/01vn0t_,/m/0f8j6,/people/deceased_person/place_of_death,**Predicted Relation:** /music/artist/origin,/music/artist/origin
2679,/m/03qhyn8,/m/02qyntr,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
2680,/m/049ql1,/m/04k4rt,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,**Predicted Relation:** /award/ranked_item/appears_in_ranked_lists./award/ranking/list,/award/ranked_item/appears_in_ranked_lists./award/ranking/list
2681,/m/07nx9j,/m/0340hj,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
2682,/m/050ks,/m/01y0s9,/location/statistical_region/religions./location/religion_percentage/religion,**Predicted Relation:** /location/statistical_region/religions./location/religion_percentage/religion,/location/statistical_region/religions./location/religion_percentage/religion
2683,/m/04f52jw,/m/016wzw,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
2684,/m/02bvt,/m/03gjzk,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
2685,/m/091z_p,/m/0dxtw,/film/film/other_crew./film/film_crew_gig/film_crew_role,**Predicted Relation:** /film/film/other_crew./film/film_crew_gig/film_crew_role,/film/film/other_crew./film/film_crew_gig/film_crew_role
2686,/m/08nz99,/m/09c7w0,/people/person/nationality,**Predicted Relation:** /people/person/nationality,/people/person/nationality
2687,/m/0bh8drv,/m/0bmj62v,/film/film/film_festivals,**Predicted Relation:** /film/film/film_festivals,/film/film/film_festivals
2688,/m/0bt4g,/m/02nxhr,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium
2689,/m/0164nb,/m/06hwzy,/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,**Predicted Relation:** /tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person_inv,/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person_inv
2690,/m/06f0k,/m/06n90,/tv/tv_program/genre,**Predicted Relation:** /tv/tv_program/genre,/tv/tv_program/genre
2691,/m/03xsby,/m/072hx4,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,**Predicted Relation:** /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film
2692,/m/05b_gq,/m/02bjrlw,/film/film/language,**Predicted Relation:** /film/film/language,/film/film/language
2693,/m/082xp,/m/099md,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
2694,/m/02q56mk,/m/09nqf,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,**Predicted Relation:** /film/film/country,/film/film/country
2695,/m/024mxd,/m/09nqf,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,**Predicted Relation:** /film/film/estimated_budget./measurement_unit/dated_money_value/currency,/film/film/estimated_budget./measurement_unit/dated_money_value/currency
2696,/m/03ckfl9,/m/04mky3,/music/genre/artists,**Predicted Relation:** /music/genre/artists,/music/genre/artists
2697,/m/011vx3,/m/07w8f,/people/person/religion,**Predicted Relation:** /people/person/religion,/people/person/religion
2698,/m/05w88j,/m/02hrh1q,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
2699,/m/02dbp7,/m/05148p4,/music/artist/track_contributions./music/track_contribution/role,**Predicted Relation:** /music/artist/track_contributions./music/track_contribution/role,/music/artist/track_contributions./music/track_contribution/role
2700,/m/021q1c,/m/025v3k,/business/job_title/people_with_this_title./business/employment_tenure/company,**Predicted Relation:** /education/educational_institution/students_graduates./education/education/student,/education/educational_institution/students_graduates./education/education/student
2701,/m/07c52,/m/03s6l2,/film/film_subject/films,**Predicted Relation:** /film/film_subject/films,/film/film_subject/films
2702,/m/0bvzp,/m/05zppz,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
2703,/m/0xhtw,/m/0134s5,/music/genre/artists,**Predicted Relation:** /music/genre/artists,/music/genre/artists
2704,/m/02x3lt7,/m/07s9rl0,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
2705,/m/01nm3s,/m/02_286,/people/person/places_lived./people/place_lived/location,**Predicted Relation:** /people/person/place_of_birth,/people/person/place_of_birth
2706,/m/01x2_q,/m/0d060g,/people/person/nationality,**Predicted Relation:** /people/person/nationality,/people/person/nationality
2707,/m/03rjj,/m/02lq67,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,**Predicted Relation:** /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal
2708,/m/05v8c,/m/0l6m5,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,**Predicted Relation:** /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics
2709,/m/06jzh,/m/0cqgl9,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
2710,/m/09bymc,/m/0427y,/award/award_ceremony/awards_presented./award/award_honor/award_winner,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
2711,/m/06by7,/m/09qr6,/music/genre/artists,**Predicted Relation:** /music/genre/artists,/music/genre/artists
2712,/m/01mxnvc,/m/0k33p,/music/artist/origin,**Predicted Relation:** /people/person/place_of_birth,/people/person/place_of_birth
2713,/m/0dq_5,/m/04f0xq,/organization/role/leaders./organization/leadership/organization,**Predicted Relation:** /business/job_title/people_with_this_title./business/employment_tenure/company,/business/job_title/people_with_this_title./business/employment_tenure/company
2714,/m/02ch1w,/m/016z9n,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
2715,/m/0g5ff,/m/0cbd2,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
2716,/m/032w8h,/m/0bmssv,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film,/film/actor/film
2717,/m/0gfsq9,/m/0dxtw,/film/film/other_crew./film/film_crew_gig/film_crew_role,**Predicted Relation:** /film/film/other_crew./film/film_crew_gig/film_crew_role,/film/film/other_crew./film/film_crew_gig/film_crew_role
2718,/m/0cnl80,/m/043js,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,**Predicted Relation:** /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor
2719,/m/03bzyn4,/m/09c7w0,/film/film/country,**Predicted Relation:** /film/film/country,/film/film/country
2720,/m/04vr_f,/m/027c924,/award/award_winning_work/awards_won./award/award_honor/award,**Predicted Relation:** /award/award_winning_work/awards_won./award/award_honor/award_winner,/award/award_winning_work/awards_won./award/award_honor/award_winner
2721,/m/01z9v6,/m/05g76,/sports/sports_position/players./sports/sports_team_roster/team,**Predicted Relation:** /sports/sports_team/roster./baseball/baseball_roster_position/position,/sports/sports_team/roster./baseball/baseball_roster_position/position
2722,/m/0tnkg,/m/08mbj5d,/common/topic/webpage./common/webpage/category,**Predicted Relation:** /base/biblioness/bibs_location/state,/base/biblioness/bibs_location/state
2723,/m/03q45x,/m/0cqhmg,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/nominees./award/award_nomination/nominated_for
2724,/m/02725hs,/m/060__y,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
